codpanelista2,wave,sex,age,education,femindexa,femindexb,femindexc,femindexd,femindexe,femindexf,femindexg,femindexh,femindexi,immigeco,immicult,polintr,constpref,populisma,populismd,populismf,populismi,populismj,populismn,lrself,femstrike,femdemonstrate,feminfo,femtalk,vote2016,voteintentionspain,hhincome,livingpartner,indeprespect,curiosmanners,selfconfobed,empathybehave
3153,12,1,54,3,1,7,1,2,1,7,7,5,1,8,2,2,4,7,7,7,2,6,7,5,2,2,2,1,,2,5,0,2,2,2,1
3154,9,2,50,10,5,2,4,4,6,1,4,6,4,2,7,3,1,4,4,4,4,4,4,2,,,,,,54,99,,2,1,2,1
3154,10,2,51,10,4,4,4,4,4,4,4,4,4,2,2,3,2,4,4,4,4,4,4,5,2,2,2,2,56,54,99,0,2,1,2,2
3155,9,1,18,4,3,6,3,3,4,5,5,5,3,2,5,3,3,6,4,4,5,4,7,5,,,,,,53,8,,2,2,2,2
3155,10,1,19,6,1,7,1,1,1,7,7,1,1,5,5,4,3,5,4,4,4,4,7,5,2,2,1,2,,53,7,0,2,2,2,2
3155,11,1,20,6,1,6,2,3,1,6,6,4,1,5,5,2,3,5,4,4,4,3,5,4,2,2,2,2,,1,5,0,2,2,2,2
3155,12,1,21,6,4,4,4,4,4,4,4,4,4,9,6,3,3,5,2,4,4,3,4,5,2,2,2,2,,1,7,0,1,2,2,2
3156,9,1,19,6,2,5,2,2,1,6,7,6,1,2,10,2,1,7,7,7,7,7,6,5,,,,,1,4,7,,1,1,2,1
3156,10,1,20,6,2,4,2,1,3,7,2,3,1,3,8,2,4,6,7,6,4,5,6,6,2,2,2,1,1,4,6,0,2,1,2,1
3157,9,1,47,3,1,7,2,1,2,5,7,2,1,2,8,2,1,4,4,5,3,5,7,5,,,,,4,4,10,,1,2,2,1
3157,10,1,48,11,3,6,3,2,3,6,6,4,2,2,5,2,2,6,5,4,4,5,7,5,2,2,1,1,4,4,10,1,2,2,2,1
3157,11,1,49,4,3,6,2,3,3,5,5,3,3,2,10,2,2,6,5,3,3,4,7,5,2,2,1,1,,4,10,1,2,1,2,1
3157,12,1,50,4,2,5,2,3,3,3,6,4,3,3,7,2,2,4,6,7,4,2,7,6,2,2,2,1,,4,10,1,2,1,2,1
3158,9,1,35,7,5,3,4,4,5,4,4,4,2,10,8,4,3,7,4,4,2,4,6,5,,,,,56,54,3,,2,2,2,1
3159,9,1,50,3,3,1,1,1,3,1,3,2,2,2,10,2,1,6,5,7,6,6,7,6,,,,,2,2,3,,2,2,1,1
3159,10,1,51,3,5,4,4,4,5,4,6,4,7,9,0,2,1,7,7,7,7,7,7,8,2,2,2,2,2,4,99,1,2,2,1,2
3160,9,1,27,10,2,3,1,1,2,5,7,1,2,8,5,1,2,5,4,6,7,3,7,3,,,,,3,3,8,,2,2,2,1
3160,10,1,27,10,3,2,2,3,3,6,6,4,3,5,5,1,2,5,5,6,7,5,6,3,2,1,1,1,3,54,9,1,2,2,2,1
3160,11,1,29,10,3,3,1,3,2,5,5,5,3,5,5,1,2,3,2,6,6,3,7,3,2,1,1,1,,54,10,1,1,1,2,1
3160,12,1,29,10,1,6,1,1,1,5,6,6,3,9,2,1,2,3,4,7,7,4,6,3,2,2,2,1,,55,10,1,2,2,2,1
3161,9,2,42,3,3,5,4,1,3,5,6,3,3,1,10,2,3,5,1,5,4,5,5,5,,,,,2,1,99,,2,2,2,1
3162,9,1,29,6,3,5,3,4,4,4,5,4,3,6,9,4,1,4,4,3,3,2,7,5,,,,,,53,99,,2,2,1,1
3162,10,1,30,6,3,5,4,3,4,4,5,5,2,4,7,3,1,3,4,3,3,3,6,5,2,2,2,2,,53,99,0,2,2,1,2
3162,11,1,31,6,3,5,3,5,3,4,5,4,3,4,10,3,1,5,4,4,3,4,6,9,2,2,2,2,,23,99,0,2,2,2,2
3163,9,1,31,5,4,4,4,4,4,4,4,4,4,5,5,4,3,4,4,4,4,4,4,5,,,,,1,1,3,,2,2,2,1
3164,9,2,33,11,2,6,4,2,2,5,6,6,3,6,7,3,2,6,4,5,5,5,6,4,,,,,3,3,10,,2,2,2,2
3164,10,2,34,10,3,5,3,3,3,6,5,3,3,5,4,3,2,5,5,5,6,5,6,3,2,2,2,1,3,3,9,1,1,2,1,1
3164,11,2,35,10,4,4,3,3,4,4,4,5,4,7,5,3,2,5,3,5,5,6,6,3,2,2,2,2,,1,9,1,2,2,2,2
3164,12,2,36,10,4,3,5,3,4,4,5,5,3,7,5,3,2,5,4,5,5,5,6,3,2,2,2,2,,53,9,1,2,2,1,2
3165,9,1,51,10,3,5,2,3,3,4,5,2,2,9,3,2,3,6,4,7,6,3,5,2,,,,,3,3,7,,2,1,2,1
3165,10,1,51,10,2,5,3,2,2,4,5,1,1,9,5,2,2,5,2,6,5,2,7,2,2,2,2,1,3,3,8,1,2,1,2,1
3165,11,1,53,10,1,5,2,2,2,3,2,1,2,9,6,2,4,3,5,3,5,5,5,2,2,2,1,1,,3,9,1,1,2,2,1
3165,12,1,53,10,3,5,3,3,3,5,5,1,2,8,3,2,4,5,5,3,4,2,3,3,2,2,1,1,,3,9,1,1,1,2,1
3166,9,1,41,3,1,7,1,1,1,7,7,1,1,1,9,3,5,7,1,1,1,7,7,3,,,,,7,7,8,,2,2,2,1
3166,10,1,42,3,4,4,4,4,4,4,4,4,4,10,10,3,5,6,2,6,6,7,7,2,2,2,2,2,7,7,8,1,2,2,2,2
3166,11,1,43,3,1,1,1,1,1,1,1,1,1,5,5,2,5,7,1,6,3,7,7,0,1,2,2,1,,7,8,1,1,2,2,1
3166,12,1,44,3,4,4,4,4,4,4,4,4,4,5,5,2,5,4,4,4,4,4,4,5,1,1,1,1,,7,8,1,1,2,2,2
3167,9,2,23,6,1,6,2,2,2,7,7,3,1,5,4,3,1,7,4,1,7,7,7,3,,,,,3,3,4,,2,2,2,1
3167,10,2,24,4,1,1,1,1,1,7,6,2,1,7,2,2,1,2,4,2,2,2,1,2,2,1,1,1,5,3,4,0,2,2,1,2
3167,11,2,25,6,1,7,2,1,2,7,7,1,1,5,7,2,3,4,4,1,6,6,7,2,2,1,1,1,,3,8,0,2,2,2,1
3168,9,2,51,3,2,1,5,2,2,5,5,6,1,6,8,3,3,4,2,4,5,5,6,6,,,,,,2,4,,2,2,2,1
3169,9,2,50,7,3,6,5,1,2,6,6,5,3,5,10,3,3,5,3,2,4,5,5,5,,,,,2,51,2,,2,2,2,1
3169,10,2,51,7,1,6,2,2,2,6,6,5,3,5,7,3,2,5,5,5,5,5,6,6,2,2,2,1,2,54,6,1,2,2,2,1
3169,11,2,52,7,5,5,4,3,1,4,4,6,3,5,6,3,1,6,3,5,4,6,6,5,2,2,2,2,,4,6,1,2,2,2,1
3169,12,2,53,7,2,6,6,2,2,5,5,3,5,2,8,2,3,3,3,4,1,4,6,5,2,2,2,1,,2,7,1,2,2,2,1
3170,9,2,23,9,1,6,1,1,1,6,6,4,1,7,4,3,5,6,2,4,6,4,6,3,,,,,7,7,8,,2,1,2,1
3171,9,1,50,10,3,5,3,2,3,5,5,2,2,6,9,1,5,6,6,6,4,7,6,2,,,,,3,3,9,,2,1,2,1
3171,10,1,51,10,3,6,1,2,4,5,5,2,3,7,3,1,4,5,3,5,5,4,5,3,2,2,1,1,11,3,9,1,2,1,2,1
3172,9,1,44,3,2,6,2,2,2,6,6,4,4,5,7,3,5,6,4,5,4,4,7,2,,,,,7,7,9,,2,2,2,1
3172,11,1,46,3,2,2,3,3,4,2,5,3,2,5,5,2,5,6,4,5,4,5,5,3,2,2,2,2,,7,99,1,2,1,2,1
3173,9,1,32,11,3,4,3,3,3,4,5,4,4,6,5,3,1,4,4,4,4,5,7,6,,,,,54,52,99,,2,2,2,2
3173,12,1,35,6,4,4,4,4,4,4,4,4,4,5,5,2,3,4,4,4,4,4,4,5,2,2,2,2,,3,6,1,2,2,2,2
3174,9,1,38,3,3,6,3,4,2,4,5,6,2,1,5,2,1,6,4,4,3,6,6,5,,,,,56,4,7,,2,2,2,1
3175,9,2,51,3,4,4,4,4,4,4,4,4,4,0,0,4,3,4,4,4,4,4,4,5,,,,,,54,99,,2,2,2,2
3175,10,2,52,3,4,4,4,4,4,4,4,4,4,4,5,4,3,7,4,4,7,7,7,5,2,2,2,2,,54,99,1,2,2,2,1
3176,9,1,25,6,3,4,6,3,3,6,6,3,1,4,5,4,3,5,1,5,1,1,6,3,,,,,1,1,3,,2,2,2,2
3177,9,2,39,3,2,7,1,2,2,7,7,2,2,0,10,4,1,7,7,5,7,5,7,5,,,,,56,53,99,,2,2,2,2
3177,10,2,40,4,1,1,1,1,1,7,7,1,1,0,0,4,1,1,1,1,1,1,1,5,2,1,1,1,,54,99,1,2,2,2,2
3177,11,2,40,3,4,4,4,4,4,4,4,4,4,1,1,4,1,5,4,4,4,4,7,2,2,2,2,1,,54,99,1,2,2,2,2
3177,12,2,42,3,1,7,7,1,1,7,7,6,1,2,0,3,2,1,4,1,3,1,7,1,2,1,2,1,,1,8,1,2,2,2,2
3178,9,1,49,7,4,5,3,4,4,5,4,4,3,5,5,2,2,5,4,5,2,4,5,5,,,,,54,54,6,,2,2,2,1
3178,10,1,50,7,3,5,3,3,3,5,4,5,3,5,6,2,1,6,4,5,5,5,5,6,2,2,1,1,2,4,6,0,2,1,2,1
3178,11,1,51,7,3,5,4,3,3,5,5,4,2,6,6,2,2,5,6,4,4,3,6,5,2,2,2,1,,4,5,0,1,1,2,1
3178,12,1,52,7,3,4,2,3,3,4,6,5,3,8,5,3,2,7,4,6,6,6,7,5,2,2,2,1,,12,6,0,2,2,2,2
3179,9,2,35,3,1,1,2,1,2,3,6,3,2,1,8,4,4,6,2,3,5,7,7,2,,,,,5,5,99,,2,2,2,2
3180,9,1,26,4,2,5,2,2,2,5,5,4,2,8,8,2,5,6,4,4,5,7,5,0,,,,,56,22,7,,2,2,2,2
3180,10,1,27,4,2,5,2,5,3,5,5,4,3,6,7,1,5,6,4,5,4,5,6,1,2,2,1,1,5,52,7,1,2,2,2,1
3180,11,1,28,4,4,5,3,3,4,5,5,3,4,6,6,2,5,6,5,5,4,6,6,2,2,2,1,1,,53,7,1,2,2,2,1
3180,12,1,29,4,4,4,4,4,4,4,4,4,4,5,5,1,1,4,4,4,4,4,4,5,1,2,1,1,,53,3,1,2,1,2,1
3181,9,1,29,3,5,4,3,3,3,3,3,5,3,1,5,2,1,6,3,4,2,5,7,5,,,,,4,4,6,,2,1,2,1
3181,10,1,30,3,7,2,6,6,6,2,2,5,6,2,7,3,1,6,3,2,2,7,6,5,2,2,2,1,4,23,6,0,2,1,2,1
3181,11,1,31,3,5,2,3,6,5,3,3,5,5,2,7,3,1,6,5,5,4,6,7,5,2,2,2,1,,23,5,0,2,1,2,1
3182,9,2,32,11,2,5,2,2,4,5,5,2,2,8,5,3,3,5,7,6,6,6,7,3,,,,,3,50,5,,1,1,2,1
3183,9,1,32,4,4,4,6,4,3,4,4,7,7,0,5,1,2,6,4,6,7,7,7,5,,,,,56,5,3,,2,2,1,1
3184,9,2,20,8,2,6,1,1,2,7,7,2,2,5,0,4,5,6,4,3,4,4,7,3,,,,,,53,2,,2,2,2,1
3184,10,2,21,8,1,4,1,1,2,7,7,4,1,4,0,4,3,6,2,4,4,5,6,5,1,2,2,1,,53,2,0,1,2,2,1
3184,11,2,22,8,1,6,1,2,2,6,6,2,1,3,2,4,2,5,4,4,4,5,7,3,1,2,2,1,,53,2,1,1,2,2,1
3184,12,2,23,8,2,5,2,3,3,6,6,5,2,3,0,4,3,5,4,4,3,3,6,3,2,2,2,1,,53,1,1,2,2,2,1
3185,9,2,32,10,2,3,2,2,2,6,6,2,2,6,5,3,4,6,5,3,3,6,6,4,,,,,1,1,9,,2,1,2,1
3185,10,2,33,10,2,5,2,2,2,6,6,1,2,6,5,2,5,6,5,3,3,6,6,4,1,1,2,1,1,54,8,1,2,1,2,1
3186,9,2,53,3,1,7,3,1,2,6,6,6,1,0,8,3,5,7,7,7,7,7,7,3,,,,,51,51,5,,1,2,2,1
3186,10,2,54,3,1,7,1,1,1,7,7,3,1,0,7,3,5,6,5,6,6,6,7,5,2,2,2,2,51,52,5,1,2,1,2,1
3186,11,2,55,3,1,7,4,1,1,7,7,2,7,1,10,3,5,7,7,7,7,7,7,5,2,2,2,2,,51,4,1,2,2,2,1
3186,12,2,56,3,5,7,1,1,2,5,5,3,1,2,7,3,5,7,7,7,7,7,7,5,2,2,2,2,,51,4,1,2,1,2,1
3187,9,1,19,6,2,7,1,5,2,5,5,4,2,7,1,1,5,4,4,4,4,4,4,6,,,,,3,53,99,,1,2,2,1
3188,9,1,38,3,7,1,4,3,5,1,1,5,4,0,10,4,1,7,7,7,7,7,7,5,,,,,56,4,10,,2,2,1,2
3189,9,2,53,3,4,4,4,4,4,4,3,4,5,5,6,4,3,6,4,4,5,6,7,4,,,,,,1,1,,2,2,1,2
3189,10,2,54,3,3,4,3,4,4,4,5,4,4,5,5,3,3,4,4,4,4,4,4,5,2,2,2,2,,54,99,0,2,2,2,2
3189,11,2,55,3,4,4,4,4,4,4,4,4,4,5,5,4,3,4,4,4,4,4,4,3,2,2,2,2,,54,4,0,2,2,2,2
3189,12,2,56,3,4,4,3,4,4,3,4,4,4,5,7,4,3,4,4,4,4,4,4,3,2,2,2,2,,55,8,0,2,1,1,2
3190,9,2,51,5,4,4,4,4,4,4,4,4,4,5,5,3,1,4,4,4,4,4,4,5,,,,,56,54,99,,2,2,1,2
3191,9,1,33,7,3,3,5,4,3,5,3,3,4,10,10,2,1,7,7,2,5,4,7,5,,,,,3,3,8,,2,2,1,2
3192,9,2,51,4,2,5,3,3,2,4,4,4,4,1,5,1,1,6,4,4,2,2,4,6,,,,,2,2,4,,2,2,2,2
3192,10,2,52,3,4,4,3,5,4,4,4,5,3,5,8,1,1,3,4,1,1,2,4,6,2,2,2,1,2,2,4,1,2,2,2,1
3192,12,2,54,4,6,2,4,6,6,3,3,4,4,5,7,2,2,4,4,4,3,3,5,5,2,2,2,2,,2,3,1,2,2,2,1
3193,9,2,19,6,3,5,4,3,3,7,6,6,2,4,5,3,3,6,4,4,5,6,7,3,,,,,3,3,7,,1,2,2,1
3193,10,2,20,6,2,7,1,2,3,7,7,3,2,6,3,2,3,7,7,5,4,7,6,2,1,1,1,1,3,3,7,0,1,1,2,1
3194,9,1,33,4,4,4,4,4,4,4,4,4,4,8,0,3,3,5,5,5,2,5,7,3,,,,,,5,7,,2,2,2,1
3194,10,1,35,4,3,5,5,3,3,5,5,3,3,6,5,2,5,6,5,6,2,4,7,2,2,2,2,2,,5,8,1,2,2,2,1
3194,11,1,35,4,4,4,4,4,4,4,4,4,4,6,5,2,5,5,5,6,3,5,7,2,2,2,2,1,,7,9,1,2,2,2,1
3194,12,1,37,4,3,5,4,4,4,4,5,4,4,6,1,3,5,6,4,5,5,5,7,3,2,2,2,2,,7,8,1,2,2,2,2
3195,9,2,47,9,3,5,4,2,3,3,5,4,4,0,10,2,1,7,5,6,3,1,7,9,,,,,50,23,99,,2,2,2,1
3195,10,2,48,10,3,5,4,3,4,4,4,3,3,0,10,2,1,7,5,6,3,3,6,9,2,2,2,2,50,23,99,0,2,2,2,1
3195,11,2,49,9,4,5,5,3,5,1,4,6,4,0,10,2,1,7,2,4,3,3,6,9,2,2,2,2,,23,99,0,2,1,2,1
3195,12,2,50,10,7,3,5,6,7,1,1,5,7,0,10,1,1,7,6,5,3,1,6,8,2,2,2,2,,23,1,0,2,1,2,1
3196,9,2,53,8,3,6,3,2,3,5,5,3,4,5,9,3,5,7,7,6,6,7,7,5,,,,,7,54,6,,2,1,2,1
3196,10,2,54,8,2,5,5,3,2,5,5,5,2,5,9,3,4,7,3,6,5,6,6,5,2,2,2,1,54,54,7,1,2,1,2,1
3196,11,2,55,8,3,5,4,3,3,4,5,4,3,4,8,3,4,7,4,6,6,6,6,5,2,2,2,2,,1,5,1,1,1,2,1
3197,9,2,52,4,3,5,4,1,1,5,6,1,2,3,5,3,3,2,1,5,1,3,3,7,,,,,56,54,99,,2,2,2,1
3197,11,2,54,3,3,5,3,2,3,6,5,2,3,3,7,2,2,5,3,6,3,4,7,5,2,2,2,1,,2,1,0,2,2,2,1
3198,9,1,51,7,4,4,4,1,4,4,4,6,4,0,5,3,1,7,4,4,3,6,7,5,,,,,1,1,6,,2,2,2,1
3198,10,1,52,4,4,2,4,1,1,1,2,6,2,3,9,3,1,4,4,4,5,6,6,5,2,2,2,2,1,1,6,1,2,2,2,1
3198,11,1,53,4,5,2,4,1,1,2,3,5,5,2,7,3,1,7,5,4,5,5,5,5,2,2,2,2,,1,6,0,2,2,2,1
3198,12,1,54,3,3,4,5,3,1,4,2,3,5,2,7,4,1,5,4,7,2,7,7,5,2,2,2,1,,55,4,0,2,2,2,2
3199,9,2,26,4,4,4,4,4,4,4,4,4,4,5,5,3,4,4,4,4,4,4,2,5,,,,,2,2,1,,2,2,1,2
3200,9,2,39,3,1,7,1,3,3,7,7,1,2,5,6,2,5,7,4,7,7,7,7,0,,,,,5,5,3,,2,1,2,1
3201,9,2,51,7,2,6,2,2,3,5,5,5,3,8,3,2,2,5,4,5,5,4,7,6,,,,,2,2,5,,2,2,2,1
3202,9,2,19,4,4,4,4,3,4,4,4,4,4,5,5,3,3,7,4,5,7,5,7,5,,,,,1,3,1,,2,2,2,2
3203,9,1,33,4,4,4,4,4,4,4,4,5,4,0,10,3,4,4,4,4,4,4,4,0,,,,,,53,4,,2,2,2,1
3204,9,1,52,5,3,1,4,1,2,1,1,1,1,0,10,4,5,1,1,3,7,7,1,7,,,,,56,7,8,,2,2,2,1
3204,10,1,53,4,1,4,2,7,3,7,5,4,3,2,7,2,5,7,4,5,5,7,7,4,2,1,2,1,7,7,10,1,2,2,2,1
3204,11,1,54,5,3,3,4,1,3,3,4,3,5,2,9,3,5,7,2,4,5,7,7,2,1,1,2,2,,7,10,1,2,2,2,1
3204,12,1,55,4,4,6,2,2,3,4,5,4,3,2,8,2,5,7,4,4,5,7,7,3,2,1,2,2,,7,10,1,2,2,2,1
3205,9,2,24,10,1,7,1,2,2,6,6,5,2,9,10,2,4,3,5,6,4,5,6,3,,,,,18,18,12,,2,1,2,1
3206,9,2,34,3,1,5,3,3,3,4,2,4,3,3,6,2,1,6,5,6,4,6,7,5,,,,,4,4,7,,2,2,2,2
3206,10,2,34,3,2,6,2,2,2,4,4,6,3,4,6,2,3,5,2,5,4,4,6,6,1,1,2,1,4,4,7,1,1,2,2,2
3207,9,1,35,4,1,6,1,4,3,4,7,5,2,4,6,1,3,7,1,7,7,7,7,5,,,,,56,50,8,,2,2,2,2
3208,9,1,49,3,1,6,3,3,1,5,6,3,3,8,5,1,5,7,4,4,4,6,7,2,,,,,3,11,3,,2,1,2,1
3208,10,1,50,3,2,6,2,2,1,5,5,1,2,10,5,1,5,6,3,2,3,7,7,3,2,1,2,1,3,11,2,0,2,1,2,2
3208,11,1,51,3,3,5,3,3,1,5,5,3,3,10,5,1,5,5,3,3,4,3,7,1,2,2,1,1,,11,4,1,2,2,2,1
3208,12,1,52,3,3,4,4,2,3,5,4,3,3,9,5,1,5,5,3,3,4,4,5,2,2,2,1,1,,11,6,1,2,1,2,2
3209,9,1,33,3,3,3,4,3,3,4,4,5,3,0,0,3,1,7,4,5,7,7,7,6,,,,,2,4,5,,2,2,2,2
3209,11,1,35,4,4,4,4,4,4,4,4,4,4,0,10,3,5,7,6,4,5,5,7,5,2,2,2,2,,4,4,0,2,2,1,2
3209,12,1,36,3,4,4,5,2,4,3,4,4,4,6,8,2,3,4,5,5,7,4,7,5,2,2,2,2,,2,5,0,2,2,2,2
3210,9,1,36,8,1,7,1,1,4,2,4,1,3,2,5,3,2,7,4,4,5,7,7,5,,,,,56,54,99,,2,2,1,2
3210,10,1,37,8,1,6,4,1,4,5,6,3,1,0,5,4,1,4,4,4,4,4,4,5,2,2,2,2,54,54,99,1,2,2,1,2
3210,11,1,38,8,1,7,4,1,1,1,7,4,1,5,5,4,1,7,4,7,5,7,7,5,2,2,2,2,,50,99,1,2,2,2,2
3210,12,1,39,8,4,6,3,2,3,4,5,4,4,6,6,4,3,7,4,7,7,7,7,5,2,2,2,2,,55,3,1,2,2,2,2
3211,9,1,32,5,7,1,1,1,7,1,1,7,7,0,10,4,3,3,4,4,5,1,4,10,,,,,2,53,7,,2,2,2,1
3212,9,1,33,10,1,7,3,3,1,7,7,5,1,7,6,2,4,6,5,7,3,5,6,4,,,,,4,3,7,,1,2,2,1
3212,10,1,34,10,1,1,2,3,1,7,7,1,1,7,8,2,4,3,5,5,2,3,7,4,2,2,2,1,4,4,9,0,2,1,2,1
3212,11,1,35,10,1,7,1,1,1,7,7,1,1,8,6,1,4,2,3,4,1,2,5,3,2,2,1,1,,1,9,1,1,1,2,1
3212,12,1,36,10,1,1,1,1,1,7,7,1,1,8,6,1,4,3,3,6,3,3,5,2,2,2,1,1,,3,9,1,1,1,2,1
3213,9,2,47,3,2,6,2,1,1,6,6,3,1,2,7,3,4,7,1,6,3,6,7,5,,,,,4,4,2,,2,2,2,1
3213,10,2,48,3,2,6,2,2,2,5,6,6,1,2,5,3,2,5,3,5,2,6,5,5,2,2,2,1,4,4,2,0,2,2,2,1
3213,11,2,49,5,1,5,2,2,3,4,6,6,1,2,0,3,3,6,1,5,3,4,6,5,2,2,2,2,,4,2,0,2,2,2,1
3213,12,2,50,5,1,3,2,1,2,6,6,5,1,4,8,4,2,6,6,6,3,2,7,5,2,2,2,2,,4,1,0,2,2,2,1
3214,9,1,49,10,4,4,4,5,4,3,5,4,3,5,7,2,2,6,5,6,5,7,7,5,,,,,4,50,99,,2,2,1,2
3214,10,1,50,10,4,3,2,2,5,6,6,4,3,7,2,2,2,4,1,6,4,4,7,5,2,2,2,1,4,4,12,1,2,2,2,2
3214,11,1,51,10,5,4,4,4,4,2,4,3,4,10,5,2,2,5,4,5,6,6,7,5,2,2,2,1,,4,99,0,2,2,2,2
3214,12,1,52,11,4,3,4,4,4,2,4,4,4,8,5,2,2,4,3,4,4,6,7,5,2,2,2,1,,4,12,0,2,2,2,2
3215,9,2,50,3,2,7,1,1,1,4,6,5,3,5,5,3,1,6,2,4,6,6,6,5,,,,,4,1,7,,2,2,2,1
3215,10,2,51,5,1,5,2,1,1,5,6,5,1,5,6,3,2,4,4,5,2,5,2,5,2,2,1,1,4,54,99,1,2,2,2,1
3216,9,1,53,3,3,4,3,4,3,4,4,4,1,3,5,2,3,6,2,3,5,4,4,5,,,,,1,1,6,,2,2,2,2
3216,10,1,54,3,2,5,4,3,4,6,6,5,5,4,9,2,3,7,5,4,6,4,6,4,2,2,2,1,1,4,6,0,2,2,2,1
3216,11,1,55,3,4,4,4,4,4,4,4,5,4,6,6,2,3,4,4,4,4,4,4,4,2,2,2,2,,1,6,0,2,2,2,1
3216,12,1,56,4,4,4,4,4,4,4,4,4,4,5,8,2,3,5,4,3,4,4,3,3,2,2,2,1,,1,6,0,2,2,2,1
3217,9,1,52,10,2,4,3,1,1,5,5,2,1,8,3,2,3,6,5,2,3,3,7,4,,,,,2,2,99,,2,2,2,1
3217,10,1,53,10,4,5,3,2,4,4,6,5,2,7,8,2,1,5,7,3,4,4,6,5,2,2,2,1,2,4,99,1,2,2,2,1
3217,11,1,54,10,5,1,3,5,5,1,3,5,4,8,9,1,3,6,7,7,5,4,7,6,2,2,2,1,,2,99,1,1,1,2,1
3217,12,1,55,10,4,5,3,3,3,3,5,5,4,7,8,2,2,2,4,7,4,4,7,4,2,2,2,1,,2,99,0,2,2,2,1
3218,9,2,42,11,1,7,1,1,1,7,7,1,1,2,8,2,5,7,2,5,3,7,4,6,,,,,9,9,99,,1,2,2,1
3219,9,2,22,6,1,2,3,2,1,6,7,4,1,7,5,1,3,5,5,4,4,5,4,2,,,,,3,3,99,,2,2,2,1
3219,10,2,23,9,1,5,2,2,1,7,7,1,1,6,5,1,4,5,3,4,5,6,5,2,1,1,1,1,3,3,8,0,1,2,2,1
3220,9,1,25,4,3,4,4,3,3,5,5,5,3,5,8,4,1,6,5,6,7,7,7,7,,,,,,3,3,,2,2,2,1
3220,10,1,26,4,3,4,4,2,3,4,4,4,4,0,10,3,3,7,6,5,7,7,7,5,2,2,2,2,,53,2,0,2,2,2,2
3220,11,1,27,4,1,2,2,2,3,4,5,4,4,4,6,4,1,6,4,6,7,7,6,5,2,2,2,2,,53,1,0,2,2,2,1
3220,12,1,28,4,5,2,4,4,5,3,3,4,3,5,7,3,5,4,3,3,4,3,5,10,2,2,2,2,,55,2,1,2,2,2,1
3221,9,1,48,3,4,4,4,1,4,3,4,4,4,3,7,3,1,7,4,5,5,5,7,7,,,,,2,23,3,,2,2,2,1
3221,10,1,49,3,4,4,4,4,4,4,4,4,4,1,7,2,1,6,3,5,4,6,6,8,2,2,2,2,2,23,2,1,2,2,1,2
3221,11,1,50,4,5,2,4,5,5,3,4,5,6,3,9,2,2,6,4,5,6,6,6,7,2,2,2,2,,23,99,1,2,2,1,1
3221,12,1,51,6,5,2,4,1,5,1,2,4,1,4,8,2,2,5,5,5,5,6,7,7,2,2,2,1,,23,4,1,2,2,1,2
3222,9,2,35,2,1,7,4,1,1,7,7,6,1,6,0,2,3,6,4,5,5,7,6,10,,,,,1,1,6,,1,2,2,1
3222,10,2,36,4,3,7,2,3,3,7,7,7,1,0,0,2,3,7,7,7,7,7,7,5,1,1,1,1,1,1,7,1,2,2,2,2
3222,11,2,37,4,7,7,2,3,3,7,7,5,3,10,5,2,4,7,7,7,7,7,7,3,1,1,1,1,,1,6,1,2,2,2,1
3222,12,2,38,4,1,7,4,4,1,7,7,7,1,10,5,2,3,7,4,7,4,7,7,5,1,1,1,1,,1,7,1,2,2,1,1
3223,9,1,44,10,1,6,4,1,1,4,7,1,1,4,8,1,3,6,1,5,2,3,6,5,,,,,4,4,8,,2,1,2,1
3223,10,1,45,10,2,4,6,3,3,6,6,3,1,5,9,2,3,6,1,7,3,2,4,5,2,2,2,1,4,54,8,1,2,1,2,1
3223,11,1,46,10,2,4,3,3,5,7,7,3,2,5,8,1,4,5,3,4,2,5,5,5,2,2,2,1,,54,9,1,2,1,2,1
3223,12,1,47,10,2,6,3,3,3,4,6,7,2,5,5,1,2,4,4,4,6,2,6,5,2,2,2,1,,55,9,1,2,1,2,1
3224,9,1,46,9,3,5,2,4,4,5,4,4,3,8,5,2,3,5,3,4,4,4,4,6,,,,,2,2,99,,2,2,2,1
3225,9,2,51,4,3,3,2,5,3,3,5,3,3,6,6,3,2,2,3,3,3,3,2,5,,,,,,53,9,,2,2,2,1
3225,10,2,52,4,3,3,2,5,5,3,3,5,3,7,3,3,3,6,5,3,4,4,6,5,2,2,2,2,,53,9,0,2,1,2,1
3226,9,2,27,8,3,5,3,3,3,5,5,4,2,7,7,2,4,6,5,6,5,5,7,3,,,,,56,1,6,,2,1,2,1
3227,9,1,37,11,3,5,1,2,2,5,5,3,2,8,4,3,4,3,4,6,3,5,6,2,,,,,11,54,99,,1,1,2,1
3228,9,2,23,6,1,7,1,1,1,7,7,1,1,10,0,1,5,7,4,4,4,7,6,0,,,,,7,7,10,,1,1,2,1
3229,9,2,50,3,2,7,2,1,1,7,3,1,1,2,10,3,3,7,6,7,7,7,7,5,,,,,56,54,99,,2,2,2,1
3229,10,2,51,3,1,7,7,1,1,7,7,5,1,6,9,3,3,3,5,6,1,6,7,5,1,1,1,1,54,4,99,1,2,2,2,1
3230,9,2,52,5,6,4,4,6,4,3,3,5,6,0,10,3,3,5,4,5,4,2,1,5,,,,,,54,99,,2,2,1,2
3230,10,2,53,4,6,2,7,5,6,3,3,4,4,1,10,3,1,7,4,7,6,4,7,5,2,2,2,1,56,54,99,1,2,2,2,1
